SUB_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,POSTAL_CODE,SUBSCRIBER_TYPE,SEGMENT,SIGNUP_DATE,LIFETIME_VALUE_USD,CHURN_RISK_SCORE,NPS_SCORE,STATUS
SUB-CON-00032,Jonathan,Hess,scottvasquez@example.org,+1-662-371-2863x917,94163,CONSUMER,PREMIUM,2021-05-16,2428.48,0.16,7,SUSPENDED
SUB-CON-00033,Charles,Duncan,kimberly07@example.org,+1-800-864-2569x0877,94191,CONSUMER,STANDARD,2021-09-02,2474.04,0.25,10,ACTIVE
SUB-CON-00034,Amber,Smith,imartinez@example.com,246-801-5851x74328,94126,CONSUMER,BUDGET,2022-09-13,4495.45,0.21,6,SUSPENDED
SUB-CON-00035,Kent,Price,mccoymichael@example.org,+1-673-920-3093x7618,94127,CONSUMER,STANDARD,2025-08-13,2240.11,0.18,6,ACTIVE
SUB-CON-00036,Tammie,Cain,johnsonbrian@example.net,5613387829,94132,CONSUMER,PREMIUM,2021-05-22,606.84,0.31,7,SUSPENDED
SUB-CON-00037,Jill,Burns,ruizsamantha@example.org,420.320.4179,94166,CONSUMER,STANDARD,2021-12-24,1304.85,0.06,9,ACTIVE
SUB-CON-00038,Danny,Larson,bryanharris@example.com,001-365-319-8253x0925,94154,CONSUMER,STANDARD,2023-05-28,2444.24,0.19,8,ACTIVE
SUB-CON-00039,Donald,Perry,angela73@example.net,2212962071,94134,CONSUMER,STANDARD,2022-08-08,318.65,0.2,7,ACTIVE
SUB-CON-00040,Sara,Mann,robert72@example.org,(448)976-3290,94145,CONSUMER,BUDGET,2021-10-28,1613.69,0.23,9,ACTIVE
SUB-CON-00041,Courtney,Patton,robert83@example.org,581-695-8837,94135,CONSUMER,BUDGET,2021-07-11,672.36,0.07,5,ACTIVE
SUB-CON-00042,James,Hogan,kjimenez@example.net,9052436459,94142,CONSUMER,BUDGET,2021-12-18,3440.52,0.14,10,ACTIVE
SUB-CON-00043,Joy,Buckley,ericjohnson@example.net,713-579-9563,94124,CONSUMER,PREMIUM,2022-01-05,3099.36,0.1,10,ACTIVE
SUB-CON-00044,Mark,Garcia,ykane@example.org,979-470-6239,94101,CONSUMER,STANDARD,2024-05-15,1552.86,0.17,8,SUSPENDED
SUB-CON-00045,Nathaniel,Ellis,crystalcantrell@example.org,620-490-4217x76253,94174,CONSUMER,PREMIUM,2022-07-09,257.08,0.28,6,SUSPENDED
SUB-CON-00046,Belinda,Tran,christophervincent@example.com,797.874.0633,94129,CONSUMER,BUDGET,2026-01-02,3672.01,0.12,6,SUSPENDED
SUB-CON-00047,Jeffrey,Pennington,robinvillanueva@example.com,3079806867,94192,CONSUMER,STANDARD,2025-04-15,1835.17,0.08,6,SUSPENDED
SUB-CON-00048,John,Hansen,steelerichard@example.org,(954)231-0742,94198,CONSUMER,PREMIUM,2024-12-11,2204.9,0.2,9,ACTIVE
SUB-CON-00049,Steven,Taylor,xlopez@example.net,501.365.8046x498,94147,CONSUMER,BUDGET,2023-12-06,2972.04,0.09,10,ACTIVE
SUB-CON-00050,Jill,Brown,pamela16@example.com,590.355.2818x325,94163,CONSUMER,PREMIUM,2025-02-22,4204.63,0.17,8,SUSPENDED
SUB-CON-00051,Jo,Goodwin,karenhodges@example.com,(348)964-0155x778,94187,CONSUMER,STANDARD,2025-08-07,3861.64,0.29,7,ACTIVE
SUB-CON-00052,Erika,Patel,shannon51@example.org,911.462.4112x412,94175,CONSUMER,BUDGET,2022-10-24,2924.37,0.06,6,ACTIVE
SUB-CON-00053,Abigail,Burton,robert82@example.com,(767)704-3103x856,94142,CONSUMER,PREMIUM,2025-03-18,3223.23,0.26,9,SUSPENDED
SUB-CON-00054,Brittney,Terry,kellis@example.org,424-637-5402x5472,94148,CONSUMER,BUDGET,2022-08-17,4753.72,0.07,8,ACTIVE
SUB-CON-00055,Teresa,Franco,evanwilson@example.com,001-727-745-2380,94160,CONSUMER,BUDGET,2022-05-02,1778.44,0.39,10,ACTIVE
SUB-CON-00056,Nathan,Fernandez,amandamartinez@example.org,(472)975-2088x5474,94111,CONSUMER,BUDGET,2023-12-16,700.7,0.24,5,SUSPENDED
SUB-CON-00057,Hannah,Dennis,taylorandrea@example.com,5695375150,94103,CONSUMER,BUDGET,2023-06-10,1155.19,0.37,8,ACTIVE
SUB-CON-00058,James,Miller,frhodes@example.net,(837)759-9805x6265,94126,CONSUMER,BUDGET,2021-03-06,1597.31,0.23,8,ACTIVE
SUB-CON-00059,Justin,Bell,fsawyer@example.org,001-576-674-2662x9912,94147,CONSUMER,PREMIUM,2025-02-10,253.03,0.16,8,SUSPENDED
SUB-CON-00060,Vanessa,Fox,carl96@example.org,5644628792,94120,CONSUMER,BUDGET,2024-04-28,819.86,0.2,10,ACTIVE
SUB-CON-00061,Keith,Henry,mary47@example.net,001-973-500-2447x1462,94149,CONSUMER,BUDGET,2021-04-26,823.67,0.12,8,SUSPENDED
SUB-CON-00062,David,Ramirez,georgemichael@example.com,001-664-471-5890,94120,CONSUMER,PREMIUM,2026-01-09,2960.44,0.16,6,SUSPENDED
SUB-CON-00063,Brian,Flores,michaelbrown@example.com,(750)744-8183x21928,94135,CONSUMER,BUDGET,2023-08-21,235.73,0.1,5,SUSPENDED
SUB-CON-00064,Joseph,Wolfe,cody95@example.org,3285457652,94177,CONSUMER,BUDGET,2022-05-23,2724.11,0.37,8,SUSPENDED
SUB-CON-00065,Wesley,Decker,butlersabrina@example.org,(707)454-5279,94159,CONSUMER,PREMIUM,2023-09-01,387.61,0.08,10,SUSPENDED
SUB-CON-00066,Anthony,Olsen,davidbenson@example.net,242.932.1611,94144,CONSUMER,PREMIUM,2024-09-28,4244.67,0.33,8,ACTIVE
SUB-CON-00067,Brad,Rodriguez,harrisonrebekah@example.org,440-711-9393,94153,CONSUMER,BUDGET,2021-04-28,1061.97,0.27,8,SUSPENDED
SUB-CON-00068,Christopher,Singleton,stacy55@example.org,293.389.1190x83342,94149,CONSUMER,PREMIUM,2022-11-23,1080.53,0.25,8,ACTIVE
SUB-CON-00069,Samantha,York,lrichardson@example.org,312.956.6383x615,94130,CONSUMER,BUDGET,2022-01-05,1514.13,0.27,7,ACTIVE
SUB-CON-00070,April,Simpson,janet80@example.org,571-364-7947x38646,94189,CONSUMER,PREMIUM,2025-02-13,3667.57,0.13,8,SUSPENDED
SUB-CON-00071,Sheila,Richardson,lutztravis@example.org,(578)711-2669x1215,94197,CONSUMER,PREMIUM,2022-10-12,781.91,0.18,5,ACTIVE
SUB-CON-00072,Brooke,Ewing,hallroger@example.com,499-946-5796x784,94152,CONSUMER,STANDARD,2021-12-29,991.23,0.12,5,SUSPENDED
SUB-CON-00073,David,Burns,courtneytaylor@example.org,001-301-370-2695x2499,94103,CONSUMER,BUDGET,2025-07-01,3266.56,0.29,8,SUSPENDED
SUB-CON-00074,Katrina,Sparks,kellyjimenez@example.net,885-988-0061x675,94143,CONSUMER,PREMIUM,2024-12-26,2116.84,0.12,5,ACTIVE
SUB-CON-00075,Barry,Thompson,nicole27@example.com,(946)971-9788,94132,CONSUMER,BUDGET,2025-11-09,3603.68,0.1,10,SUSPENDED
SUB-CON-00076,Melissa,Hunter,lbaker@example.com,+1-254-750-0902x559,94162,CONSUMER,STANDARD,2024-04-24,527.54,0.24,6,SUSPENDED
SUB-CON-00077,Connor,Reed,robert03@example.org,249.711.4152,94117,CONSUMER,STANDARD,2021-05-24,4138.05,0.34,6,ACTIVE
SUB-CON-00078,Steven,Boyer,sadams@example.com,001-905-369-6591,94177,CONSUMER,BUDGET,2022-10-29,1050.74,0.09,10,SUSPENDED
SUB-CON-00079,Matthew,Shaw,garrett45@example.com,871.583.4404,94121,CONSUMER,BUDGET,2021-11-09,3422.68,0.05,7,ACTIVE
SUB-CON-00080,Jennifer,Lane,joshua98@example.com,(935)414-8468x53664,94156,CONSUMER,STANDARD,2021-03-26,1054.11,0.3,10,ACTIVE
SUB-CON-00081,Courtney,Black,barbaralewis@example.net,548.496.9083x572,94156,CONSUMER,PREMIUM,2023-08-18,429.23,0.27,9,ACTIVE
SUB-CON-00082,Megan,Jenkins,waltersmeghan@example.com,924-993-6312x3034,94149,CONSUMER,PREMIUM,2025-11-02,1679.96,0.07,5,ACTIVE
SUB-CON-00083,Vickie,Henderson,harrisjoseph@example.org,348-820-7001x594,94198,CONSUMER,STANDARD,2024-03-02,3882.15,0.38,7,ACTIVE
SUB-CON-00084,Emily,Blackwell,uhahn@example.org,919.381.8984,94125,CONSUMER,BUDGET,2023-02-06,276.98,0.06,5,ACTIVE
SUB-CON-00085,Carol,Mejia,mark96@example.net,001-236-932-1234x7649,94124,CONSUMER,PREMIUM,2025-08-12,3410.96,0.13,5,ACTIVE
SUB-CON-00086,Nicholas,Fry,amy73@example.com,(557)654-0900,94192,CONSUMER,BUDGET,2025-10-11,411.26,0.23,7,ACTIVE
SUB-CON-00087,Paul,Fowler,rebecca18@example.org,760.864.4134x327,94171,CONSUMER,PREMIUM,2021-05-13,1109.83,0.12,9,SUSPENDED
SUB-CON-00088,Joshua,Miller,aruiz@example.com,001-961-224-8156x985,94154,CONSUMER,BUDGET,2021-07-08,1315.56,0.09,7,ACTIVE
SUB-CON-00089,Danielle,White,igibbs@example.org,(734)959-1123x8296,94101,CONSUMER,STANDARD,2025-02-22,3339.17,0.05,6,SUSPENDED
SUB-CON-00090,Morgan,Anderson,graceserrano@example.com,216.252.6693,94128,CONSUMER,BUDGET,2025-10-29,3358.22,0.15,9,ACTIVE
SUB-CON-00091,Deborah,Sims,mccannjames@example.net,(706)496-9421,94105,CONSUMER,BUDGET,2025-11-25,4450.21,0.19,9,SUSPENDED
SUB-CON-00092,David,Higgins,dayala@example.net,513.633.4476x2639,94113,CONSUMER,PREMIUM,2022-09-08,2773.67,0.4,9,ACTIVE
